"Collection.Year","ST.Achtman.7.Gene.MLST.","Assembly.barcode.Assembly.stats.","blaTEM-1B_1","blaCTX-M-15_1","ST_20","ST_100"
2018,744,"ESC_AC1181AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0110AA_AS",0,0,"Other","44"
2018,10,"ESC_AC0109AA_AS",0,0,"10","10"
2018,744,"ESC_AC0108AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0107AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0106AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0105AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0104AA_AS",0,0,"Other","44"
2018,44,"ESC_AC0103AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0102AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0101AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0100AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0099AA_AS",1,0,"Other","744"
2018,20,"ESC_AC0098AA_AS",0,0,"Other","20"
2018,744,"ESC_AC0097AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1180AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1179AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1178AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0093AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0092AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0091AA_AS",0,0,"Other","744"
2018,744,"ESC_AC1177AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1176AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1175AA_AS",1,0,"Other","744"
2018,20,"ESC_AC1174AA_AS",0,0,"Other","20"
2018,8236,"ESC_AC0086AA_AS",0,0,"Other","Other"
2018,744,"ESC_AC1173AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0084AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1172AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0082AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0081AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0080AA_AS",1,0,"Other","744"
2018,44,"ESC_AC1171AA_AS",0,0,"Other","44"
2018,44,"ESC_AC1170AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0077AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0076AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0075AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0074AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1169AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1168AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0071AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0070AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0069AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1167AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0067AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0066AA_AS",0,0,"Other","44"
2018,44,"ESC_AC1637AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0064AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0063AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0062AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0061AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0060AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0059AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0058AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0057AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0056AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0055AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0054AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0053AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1166AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0051AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0050AA_AS",0,0,"Other","744"
2018,44,"ESC_AC0049AA_AS",0,0,"Other","44"
2018,-2367,"ESC_AC0048AA_AS",0,0,"Other","Other"
2018,877,"ESC_AC0047AA_AS",0,0,"Other","Other"
2018,10,"ESC_AC0046AA_AS",0,0,"10","10"
2018,10,"ESC_AC0045AA_AS",0,0,"10","10"
2018,12574,"ESC_AC0044AA_AS",0,0,"Other","Other"
2018,683,"ESC_AC0043AA_AS",0,0,"Other","Other"
2018,744,"ESC_AC0042AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0041AA_AS",0,0,"Other","744"
2018,744,"ESC_AC0040AA_AS",0,0,"Other","744"
2018,744,"ESC_AC0039AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0038AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0037AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0036AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0035AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0034AA_AS",0,0,"Other","44"
2018,44,"ESC_AC0033AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0032AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1165AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0030AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0029AA_AS",1,0,"Other","744"
2018,744,"ESC_AC1164AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0027AA_AS",1,0,"Other","744"
2018,12575,"ESC_AC0026AA_AS",0,0,"Other","Other"
2018,1421,"ESC_AC1163AA_AS",0,0,"Other","Other"
2018,44,"ESC_AC0024AA_AS",0,0,"Other","44"
2018,1421,"ESC_AC0023AA_AS",0,0,"Other","Other"
2018,744,"ESC_AC0022AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0021AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0020AA_AS",1,0,"Other","744"
2018,10,"ESC_AC0019AA_AS",0,0,"10","10"
2018,3595,"ESC_AC0018AA_AS",0,0,"Other","Other"
2018,744,"ESC_AC0017AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0016AA_AS",0,0,"Other","44"
2018,44,"ESC_AC1162AA_AS",0,0,"Other","44"
2018,44,"ESC_AC0014AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0013AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0012AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0011AA_AS",1,0,"Other","744"
2018,744,"ESC_AC0010AA_AS",1,0,"Other","744"
2018,44,"ESC_AC0009AA_AS",0,0,"Other","44"
2018,744,"ESC_AC0008AA_AS",1,0,"Other","744"
2018,1421,"ESC_AC0007AA_AS",0,0,"Other","Other"
2018,10,"ESC_AC0006AA_AS",0,0,"10","10"
2018,-810,"ESC_AC0005AA_AS",0,0,"Other","Other"
2018,1,"ESC_AC0004AA_AS",0,0,"Other","Other"
2018,12576,"ESC_AC0003AA_AS",0,0,"Other","Other"
2018,10,"ESC_AC0002AA_AS",0,0,"10","10"
2018,48,"ESC_AC0001AA_AS",0,0,"Other","48"
2018,10,"ESC_ZB9998AA_AS",0,0,"10","10"
2018,744,"ESC_ZB9997AA_AS",1,0,"Other","744"
2018,218,"ESC_ZB9996AA_AS",0,0,"Other","Other"
2018,542,"ESC_ZB9995AA_AS",0,0,"Other","Other"
2018,398,"ESC_ZB9994AA_AS",0,0,"Other","Other"
2018,746,"ESC_ZB9993AA_AS",0,0,"Other","746"
2018,12563,"ESC_ZB9992AA_AS",0,0,"Other","Other"
2018,877,"ESC_ZB9991AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9990AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9989AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9988AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9987AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9986AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9985AA_AS",0,0,"10","10"
2018,877,"ESC_ZB9984AA_AS",1,0,"Other","Other"
2018,10,"ESC_ZB9983AA_AS",0,0,"10","10"
2018,58,"ESC_AC1161AA_AS",0,0,"Other","58"
2018,1139,"ESC_ZB9981AA_AS",0,0,"Other","Other"
2018,711,"ESC_ZB9980AA_AS",0,0,"Other","Other"
2018,88,"ESC_ZB9979AA_AS",0,0,"Other","88"
2018,993,"ESC_ZB9978AA_AS",0,0,"Other","Other"
2018,993,"ESC_AC0915AA_AS",0,0,"Other","Other"
2018,993,"ESC_ZB9976AA_AS",0,0,"Other","Other"
2018,641,"ESC_ZB9975AA_AS",0,0,"Other","641"
2018,75,"ESC_AC0914AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9973AA_AS",0,0,"10","10"
2018,942,"ESC_ZB9972AA_AS",0,0,"Other","Other"
2018,641,"ESC_ZB9971AA_AS",0,0,"Other","641"
2018,10980,"ESC_ZB9970AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9969AA_AS",0,0,"10","10"
2018,8449,"ESC_ZB9968AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9967AA_AS",0,0,"10","10"
2018,744,"ESC_ZB9966AA_AS",0,0,"Other","744"
2018,744,"ESC_ZB9965AA_AS",0,0,"Other","744"
2018,8233,"ESC_AC0913AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9963AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9962AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9961AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9960AA_AS",0,0,"10","10"
2018,410,"ESC_ZB9959AA_AS",0,0,"Other","410"
2018,10,"ESC_ZB9958AA_AS",0,0,"10","10"
2018,2496,"ESC_AC0912AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9956AA_AS",0,0,"10","10"
2018,10,"ESC_AC0911AA_AS",0,0,"10","10"
2018,12591,"ESC_AC0910AA_AS",0,0,"Other","Other"
2018,12561,"ESC_ZB9953AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9952AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9951AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9950AA_AS",0,0,"10","10"
2018,34,"ESC_ZB9640AA_AS",0,0,"34","34"
2018,9429,"ESC_ZB9639AA_AS",0,0,"Other","Other"
2018,6517,"ESC_ZB9638AA_AS",1,0,"Other","Other"
2018,744,"ESC_ZB9637AA_AS",1,0,"Other","744"
2018,10,"ESC_ZB9636AA_AS",0,0,"10","10"
2018,12553,"ESC_ZB9635AA_AS",0,0,"Other","Other"
2018,867,"ESC_ZB9634AA_AS",0,0,"Other","Other"
2018,898,"ESC_ZB9633AA_AS",0,0,"Other","Other"
2018,898,"ESC_ZB9632AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9631AA_AS",1,0,"10","10"
2018,10,"ESC_ZB9630AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9629AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9628AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9627AA_AS",0,0,"10","10"
2018,3236,"ESC_ZB9626AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9624AA_AS",1,0,"10","10"
2018,542,"ESC_ZB9623AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9622AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9621AA_AS",0,0,"10","10"
2018,942,"ESC_ZB9620AA_AS",0,0,"Other","Other"
2018,3236,"ESC_ZB9619AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9618AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9617AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9616AA_AS",0,0,"10","10"
2018,12554,"ESC_ZB9615AA_AS",0,0,"Other","Other"
2018,662,"ESC_ZB9613AA_AS",0,0,"Other","Other"
2018,871,"ESC_ZB9612AA_AS",0,0,"Other","Other"
2018,8954,"ESC_ZB9611AA_AS",0,0,"Other","Other"
2018,12555,"ESC_ZB9610AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9609AA_AS",0,0,"10","10"
2018,12556,"ESC_ZB9608AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9605AA_AS",0,0,"10","10"
2018,3998,"ESC_ZB9604AA_AS",0,0,"Other","Other"
2018,10,"ESC_ZB9603AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9602AA_AS",0,0,"10","10"
2018,10,"ESC_ZB9601AA_AS",0,0,"10","10"
2018,88,"ESC_ZB9600AA_AS",0,0,"Other","88"
2018,744,"ESC_ZB9599AA_AS",1,0,"Other","744"
2018,744,"ESC_ZB9598AA_AS",1,0,"Other","744"
2018,744,"ESC_ZB9597AA_AS",1,0,"Other","744"
2018,744,"ESC_ZB9596AA_AS",0,0,"Other","744"
2018,744,"ESC_ZB9595AA_AS",0,0,"Other","744"
2018,117,"ESC_ZB9594AA_AS",1,0,"Other","117"
2018,44,"ESC_ZB9593AA_AS",0,0,"Other","44"
2018,12557,"ESC_ZB9592AA_AS",0,0,"Other","Other"
2018,2705,"ESC_ZB9591AA_AS",0,0,"Other","Other"
2018,398,"ESC_ZB9590AA_AS",0,0,"Other","Other"
2018,1115,"ESC_ZB9589AA_AS",0,0,"Other","Other"
2018,8449,"ESC_ZB9588AA_AS",0,0,"Other","Other"
2021,245,"ESC_ZB9788AA_AS",0,0,"245","245"
2021,152,"ESC_ZB9787AA_AS",0,0,"152","152"
2021,152,"ESC_ZB9782AA_AS",0,0,"152","152"
2021,245,"ESC_ZB9781AA_AS",0,0,"245","245"
2021,245,"ESC_ZB9780AA_AS",0,0,"245","245"
2017,152,"ESC_ZB9777AA_AS",0,0,"152","152"
2017,1273,"ESC_ZB9776AA_AS",0,1,"Other","Other"
2017,145,"ESC_ZB9775AA_AS",0,0,"145","145"
2017,145,"ESC_ZB9774AA_AS",0,0,"145","145"
2018,152,"ESC_ZB9773AA_AS",0,0,"152","152"
2017,1502,"ESC_ZB9772AA_AS",0,0,"Other","Other"
2017,152,"ESC_ZB9771AA_AS",1,0,"152","152"
2017,152,"ESC_ZB9770AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9769AA_AS",0,0,"152","152"
2017,245,"ESC_ZB9768AA_AS",0,0,"245","245"
2017,152,"ESC_ZB9767AA_AS",1,0,"152","152"
2017,245,"ESC_ZB9766AA_AS",1,0,"245","245"
2017,152,"ESC_ZB9765AA_AS",0,0,"152","152"
2015,12560,"ESC_ZB9764AA_AS",0,0,"Other","Other"
2017,245,"ESC_ZB9763AA_AS",1,0,"245","245"
2017,152,"ESC_ZB9762AA_AS",0,0,"152","152"
2017,245,"ESC_ZB9761AA_AS",0,0,"245","245"
2017,245,"ESC_ZB9760AA_AS",0,0,"245","245"
2015,5266,"ESC_ZB9759AA_AS",0,0,"Other","Other"
2017,152,"ESC_ZB9758AA_AS",0,0,"152","152"
2017,145,"ESC_ZB9757AA_AS",1,0,"145","145"
2017,145,"ESC_ZB9756AA_AS",0,0,"145","145"
2017,152,"ESC_ZB9755AA_AS",0,0,"152","152"
2017,243,"ESC_ZB9754AA_AS",0,0,"Other","243"
2017,152,"ESC_ZB9753AA_AS",0,1,"152","152"
2017,152,"ESC_ZB9752AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9751AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9750AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9749AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9748AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9747AA_AS",1,0,"152","152"
2017,243,"ESC_ZB9746AA_AS",0,0,"Other","243"
2017,152,"ESC_ZB9745AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9744AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9743AA_AS",0,0,"152","152"
2017,245,"ESC_ZB9742AA_AS",1,0,"245","245"
2017,-2364,"ESC_ZB9741AA_AS",0,0,"Other","Other"
2017,-2365,"ESC_ZB9740AA_AS",0,0,"Other","Other"
2017,1753,"ESC_ZB9739AA_AS",1,0,"Other","Other"
2017,145,"ESC_ZB9737AA_AS",0,0,"145","145"
2017,152,"ESC_ZB9736AA_AS",1,0,"152","152"
2017,152,"ESC_ZB9735AA_AS",1,0,"152","152"
2017,630,"ESC_ZB9734AA_AS",1,0,"Other","630"
2017,149,"ESC_ZB9733AA_AS",0,0,"Other","Other"
2017,152,"ESC_ZB9732AA_AS",1,0,"152","152"
2017,245,"ESC_ZB9731AA_AS",0,0,"245","245"
2017,152,"ESC_ZB9730AA_AS",0,0,"152","152"
2017,8306,"ESC_ZB9729AA_AS",0,0,"Other","Other"
2017,145,"ESC_ZB9728AA_AS",1,0,"145","145"
2021,245,"ESC_ZB9727AA_AS",1,1,"245","245"
2018,152,"ESC_ZB9726AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9725AA_AS",1,0,"152","152"
2017,245,"ESC_ZB9724AA_AS",1,0,"245","245"
2018,11193,"ESC_AC1592AA_AS",0,0,"Other","Other"
2018,152,"ESC_ZB9722AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9721AA_AS",0,1,"152","152"
2018,152,"ESC_ZB9720AA_AS",0,0,"152","152"
2018,630,"ESC_ZB9719AA_AS",0,0,"Other","630"
2018,152,"ESC_ZB9718AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9717AA_AS",1,0,"152","152"
2021,245,"ESC_ZB9716AA_AS",0,0,"245","245"
2018,152,"ESC_ZB9715AA_AS",0,1,"152","152"
2018,152,"ESC_ZB9714AA_AS",1,0,"152","152"
2017,152,"ESC_ZB9713AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9712AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9711AA_AS",0,0,"152","152"
2018,8411,"ESC_ZB9710AA_AS",0,0,"Other","Other"
2018,152,"ESC_ZB9709AA_AS",0,0,"152","152"
2018,8326,"ESC_ZB9708AA_AS",0,0,"Other","Other"
2018,152,"ESC_AC0160AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9706AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9705AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9704AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9703AA_AS",1,0,"152","152"
2018,245,"ESC_ZB9702AA_AS",1,0,"245","245"
2018,152,"ESC_ZB9701AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9700AA_AS",0,1,"152","152"
2018,152,"ESC_ZB9699AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9698AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9697AA_AS",1,0,"152","152"
2021,152,"ESC_ZB9696AA_AS",0,0,"152","152"
2018,8326,"ESC_ZB9695AA_AS",0,0,"Other","Other"
2018,152,"ESC_ZB9694AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9693AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9692AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9691AA_AS",0,0,"152","152"
2019,245,"ESC_ZB9690AA_AS",0,0,"245","245"
2018,152,"ESC_ZB9689AA_AS",0,0,"152","152"
2017,152,"ESC_ZB9688AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9687AA_AS",1,0,"152","152"
2018,152,"ESC_ZB9686AA_AS",0,0,"152","152"
2019,145,"ESC_ZB9685AA_AS",0,0,"145","145"
2018,152,"ESC_ZB9684AA_AS",0,0,"152","152"
2019,145,"ESC_ZB9683AA_AS",0,0,"145","145"
2021,245,"ESC_ZB9682AA_AS",0,0,"245","245"
2018,152,"ESC_ZB9681AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9680AA_AS",0,0,"152","152"
2019,245,"ESC_ZB9679AA_AS",0,0,"245","245"
2019,245,"ESC_ZB9674AA_AS",0,0,"245","245"
2019,245,"ESC_ZB9673AA_AS",1,0,"245","245"
2018,245,"ESC_ZB9672AA_AS",0,0,"245","245"
2019,148,"ESC_ZB9671AA_AS",0,1,"Other","148"
2018,152,"ESC_ZB9670AA_AS",0,1,"152","152"
2019,245,"ESC_ZB9669AA_AS",0,0,"245","245"
2019,243,"ESC_ZB9668AA_AS",0,0,"Other","243"
2018,152,"ESC_ZB9667AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9666AA_AS",0,0,"152","152"
2018,152,"ESC_ZB9665AA_AS",0,0,"152","152"
2018,243,"ESC_ZB9664AA_AS",0,0,"Other","243"
2018,152,"ESC_ZB9663AA_AS",0,0,"152","152"
2018,1025,"ESC_ZB9662AA_AS",0,0,"Other","1025"
2018,152,"ESC_ZB9661AA_AS",0,0,"152","152"
2018,1749,"ESC_ZB9660AA_AS",0,0,"Other","Other"
2018,152,"ESC_ZB9659AA_AS",0,0,"152","152"
2018,145,"ESC_ZB9658AA_AS",0,0,"145","145"
2018,245,"ESC_ZB9657AA_AS",1,0,"245","245"
2018,152,"ESC_ZB9656AA_AS",0,0,"152","152"
2021,152,"ESC_ZB9655AA_AS",0,1,"152","152"
2019,12558,"ESC_ZB9654AA_AS",0,0,"Other","Other"
2018,245,"ESC_ZB9653AA_AS",0,0,"245","245"
2018,152,"ESC_ZB9652AA_AS",0,0,"152","152"
2021,11,"ESC_AC1636AA_AS",0,0,"11","11"
2021,11,"ESC_AC1635AA_AS",0,0,"11","11"
2021,11,"ESC_AC1634AA_AS",0,0,"11","11"
2021,21,"ESC_AC1633AA_AS",0,0,"21","21"
2021,11,"ESC_AC1632AA_AS",0,0,"11","11"
2021,4942,"ESC_AC1631AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1630AA_AS",0,0,"11","11"
2021,137,"ESC_AC1629AA_AS",0,0,"Other","137"
2021,517,"ESC_AC1628AA_AS",0,0,"Other","517"
2021,1380,"ESC_AC1627AA_AS",1,0,"Other","1380"
2021,11237,"ESC_AC1626AA_AS",0,0,"Other","Other"
2021,12613,"ESC_AC1625AA_AS",0,0,"Other","Other"
2021,12610,"ESC_AC1624AA_AS",1,0,"Other","Other"
2019,12611,"ESC_AC1623AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1622AA_AS",0,0,"11","11"
2021,33,"ESC_AC1621AA_AS",0,0,"33","33"
2021,12612,"ESC_AC1620AA_AS",0,0,"Other","Other"
2021,25,"ESC_AC1619AA_AS",0,0,"25","25"
2021,4748,"ESC_AC1618AA_AS",0,0,"Other","4748"
2021,11,"ESC_AC1617AA_AS",0,0,"11","11"
2021,675,"ESC_AC2313AA_AS",0,0,"675","675"
2021,101,"ESC_AC1615AA_AS",1,0,"Other","101"
2021,33,"ESC_AC1614AA_AS",0,0,"33","33"
2021,1907,"ESC_AC1613AA_AS",0,0,"Other","Other"
2021,21,"ESC_AC1612AA_AS",0,0,"21","21"
2021,11,"ESC_AC1611AA_AS",0,0,"11","11"
2021,300,"ESC_AC1610AA_AS",0,0,"Other","300"
2021,1380,"ESC_AC1609AA_AS",0,0,"Other","1380"
2021,5254,"ESC_AC1608AA_AS",1,0,"Other","Other"
2021,301,"ESC_AC1607AA_AS",0,0,"Other","301"
2021,21,"ESC_AC1606AA_AS",0,0,"21","21"
2021,10,"ESC_AC1605AA_AS",0,0,"10","10"
2021,29,"ESC_AC1604AA_AS",0,0,"29","29"
2021,245,"ESC_AC1602AA_AS",0,0,"245","245"
2021,245,"ESC_AC1601AA_AS",0,0,"245","245"
2021,245,"ESC_AC1600AA_AS",0,0,"245","245"
2021,152,"ESC_AC1599AA_AS",0,0,"152","152"
2021,11,"ESC_AC2370AA_AS",0,0,"11","11"
2021,2772,"ESC_AC1662AA_AS",0,0,"Other","Other"
2021,245,"ESC_AC1660AA_AS",0,0,"245","245"
2021,245,"ESC_AC1659AA_AS",0,0,"245","245"
2021,11,"ESC_AC2317AA_AS",0,0,"11","11"
2021,744,"ESC_AC1702AA_AS",0,0,"Other","744"
2021,6,"ESC_AC1701AA_AS",0,0,"Other","6"
2021,33,"ESC_AC1700AA_AS",0,0,"33","33"
2021,12615,"ESC_AC1699AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1698AA_AS",0,0,"11","11"
2021,306,"ESC_AC1697AA_AS",0,0,"Other","306"
2021,11,"ESC_AC1696AA_AS",0,0,"11","11"
2021,11,"ESC_AC1695AA_AS",0,0,"11","11"
2021,11,"ESC_AC1694AA_AS",0,0,"11","11"
2021,223,"ESC_AC1693AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1692AA_AS",0,0,"11","11"
2021,34,"ESC_AC1691AA_AS",1,1,"34","34"
2021,306,"ESC_AC1690AA_AS",0,0,"Other","306"
2021,32,"ESC_AC1689AA_AS",0,0,"32","32"
2021,11,"ESC_AC1688AA_AS",0,0,"11","11"
2021,6992,"ESC_AC1687AA_AS",0,0,"Other","Other"
2021,12614,"ESC_AC1686AA_AS",0,0,"Other","Other"
2021,32,"ESC_AC1685AA_AS",0,0,"32","32"
2021,9700,"ESC_AC1684AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1683AA_AS",0,0,"11","11"
2021,442,"ESC_AC2316AA_AS",0,0,"442","442"
2021,10,"ESC_AC1681AA_AS",0,0,"10","10"
2021,21,"ESC_AC1680AA_AS",0,0,"21","21"
2021,675,"ESC_AC1679AA_AS",0,0,"675","675"
2021,152,"ESC_AC1678AA_AS",0,0,"152","152"
2021,152,"ESC_AC2315AA_AS",0,0,"152","152"
2021,245,"ESC_AC1676AA_AS",0,0,"245","245"
2021,245,"ESC_AC1675AA_AS",1,0,"245","245"
2021,152,"ESC_AC1674AA_AS",0,0,"152","152"
2021,245,"ESC_AC1673AA_AS",0,0,"245","245"
2021,245,"ESC_AC1671AA_AS",0,0,"245","245"
2021,245,"ESC_AC1670AA_AS",0,0,"245","245"
2021,245,"ESC_AC1669AA_AS",0,0,"245","245"
2021,245,"ESC_AC1668AA_AS",0,0,"245","245"
2021,152,"ESC_AC1667AA_AS",0,1,"152","152"
2021,396,"ESC_AC1773AA_AS",0,0,"Other","Other"
2021,11,"ESC_AC1772AA_AS",0,0,"11","11"
2021,21,"ESC_AC1771AA_AS",0,0,"21","21"
2021,2178,"ESC_AC1770AA_AS",0,0,"Other","Other"
2021,2792,"ESC_AC1769AA_AS",1,0,"Other","Other"
2021,21,"ESC_AC1768AA_AS",0,0,"21","21"
2021,11,"ESC_AC1767AA_AS",0,0,"11","11"
2021,6,"ESC_AC1766AA_AS",0,0,"Other","6"
2021,583,"ESC_AC1765AA_AS",0,0,"Other","583"
2021,12616,"ESC_AC1764AA_AS",0,0,"Other","Other"
2021,21,"ESC_AC2318AA_AS",0,0,"21","21"
2021,3549,"ESC_AC1762AA_AS",0,0,"Other","Other"
2021,301,"ESC_AC1761AA_AS",0,0,"Other","301"
2021,21,"ESC_AC1760AA_AS",0,0,"21","21"
2021,245,"ESC_AC1759AA_AS",0,0,"245","245"
2021,245,"ESC_AC1758AA_AS",0,0,"245","245"
2021,152,"ESC_AC1757AA_AS",0,0,"152","152"
2021,152,"ESC_AC1756AA_AS",0,0,"152","152"
2021,152,"ESC_AC1755AA_AS",0,0,"152","152"
2021,152,"ESC_AC1754AA_AS",0,0,"152","152"
2021,245,"ESC_AC1753AA_AS",1,0,"245","245"
2021,301,"ESC_AC1884AA_AS",0,0,"Other","301"
2014,301,"ESC_AC1883AA_AS",1,0,"Other","301"
2021,39,"ESC_AC2023AA_AS",0,0,"Other","Other"
2021,21,"ESC_AC2017AA_AS",0,0,"21","21"
2013,301,"ESC_AC1895AA_AS",1,0,"Other","301"
2013,301,"ESC_AC1894AA_AS",1,0,"Other","301"
2013,301,"ESC_AC1893AA_AS",0,0,"Other","301"
2021,245,"ESC_AC1890AA_AS",1,0,"245","245"
2021,245,"ESC_AC2324AA_AS",1,0,"245","245"
2016,189,"ESC_AC2243AA_AS",0,0,"Other","Other"
