Id,Run accession,popPUNK_cluster__autocolour,ST__autocolour,CC131_clades__autocolour,Duplicate__autocolour,year,Lab,Hospital name,Regional health authority,Regional health authority__colour,Latitude,Longitude,Clermont_Phylotype__autocolour,FimH__autocolor,folP__autocolour,gyrA__autocolour,parC__autocolour,gyrA_parC__autocolour,parE__autocolour,pmrB__autocolour,blaTEM1__autocolour,strB__autocolour,sul2__autocolour,strA__autocolour,sul1__autocolour,dfrA__autocolour,tetA__autocolour,tetB__autocolour,aadA__autocolour,mphA__autocolour,dfrA1__autocolour,aac3_Iia__autocolour,catA1__autocolour,dfrA5__autocolour,CTX-M-type__autocolour,CTX-M__autocolour,dfrA14__autocolour,blaOXA__autocolour,aph3__autocolour,catB3__autocolour,acc__autocolour,blaSHV__autocolour,dfrA12__autocolour,sul3__autocolour,cmlA1__autocolour,dfrA8__autocolour,C_mefB__autocolour,QnrS1__autocolour,floR__autocolour,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR,Ampicillin_SIR__colour,Aztreonam_SIR__colour,Cefotaxim_SIR__colour,Ceftazidim_SIR__colour,Cefuroxim_SIR__colour,Ciprofloxacin_SIR__colour,ESBL__colour,Gentamicin_SIR__colour,Meropenem_SIR__colour,Nalidixin_SIR__colour,Piperacillin_tazobactam_SIR__colour,Sulfa_SIR__colour,Tigecyklin_SIR__colour,Tobramycin_SIR__colour,Trimetoprim_sulfa_SIR__colour
30821_1_115,ERR4036766,8,127,,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30821_1_116,ERR4036767,8,127,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_117,ERR4036768,4,131,B,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,parE.I529L,,blaTEM30,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,aadA2,mphA,,aac3,,,,,,,,,,,dfrA12,,,,,,,R,,S,S,S,S,S,-,R,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#DB4325,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_118,ERR4036769,19,117,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,F,fimH97,,gyrA.S83L,,gyrA,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,I,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#EDA247,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_119,ERR4036770,2,95,,,2006,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30821_1_12,ERR4036663,2,95,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_120,ERR4036771,2,421,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH92,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_121,ERR4036772,11,10,,,2007,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,A,fimH215,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,S,S,S,S,S,S,-         ,S,S,S,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#DB4325
30821_1_122,ERR4036773,1,104,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_123,ERR4036774,55,501,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,F,fimH65,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_124,ERR4036775,16,393,,,2017,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,D,fimH54,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_125,ERR4036776,6,696,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B1,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_126,ERR4036777,10,640,,,2008,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30821_1_127,ERR4036778,22,453,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B1,fimH31,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,dfrA14,,,,,,,,,,,QnrS1,,R,,S,S,S,R,NS,-         ,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_128,ERR4036779,9,141,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_129,ERR4036780,2,95,,,2009,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH41,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,I,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#EDA247
30821_1_13,ERR4036664,3,69,,,2010,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#DB4325
30821_1_130,ERR4036781,19,117,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,F,fimH97,,gyrA.S83L,,gyrA,,,blaTEM1,,sul2,,,,,,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_131,ERR4036782,12,88,,,2017,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,C,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_132,ERR4036783,2,95,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_133,ERR4036784,15,372,,,2002,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH102,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,R,#DB4325,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30821_1_134,ERR4036785,4,131,A,,2009,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,R,,S,S,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#57C4AD,#57C4AD,#57C4AD
30821_1_135,ERR4036786,2,95,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_136,ERR4036787,1,73,,,2003,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_137,ERR4036788,1,73,,,2010,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH10,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30821_1_138,ERR4036789,2,95,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH41,,,,,,,blaTEM1,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_139,ERR4036790,5,80,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_14,ERR4036665,7,12,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH106,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_140,ERR4036791,2,95,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,#02B0EE,60.374124,5.359513,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_141,ERR4036792,3,69,,,2004,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30821_1_142,ERR4036793,1,73,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_143,ERR4036794,1,73,,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_144,ERR4036795,32,355,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_145,ERR4036796,2,95,,,2005,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_146,ERR4036797,5,550,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30821_1_147,ERR4036798,4,131,A,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH41,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,-         ,S,S,S,R,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,,,#DB4325
30821_1_148,ERR4036799,41,10279,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH13,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_149,ERR4036800,6,58,,,2006,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B1,fimH32,,gyrA.S83L,parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2,,dfrA1,,,,,,,,,,,blaSHV12,,sul3,cmlA1,,C-mefB-like,,,R,R,R,R,R,S,S,+         ,S,S,R,S,,,,R,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#57C4AD,,,,#DB4325
30821_1_15,ERR4036666,124,10297,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,A,fimH1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,R,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#DB4325,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_150,ERR4036801,5,80,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_151,ERR4036802,5,1057,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_153,ERR4036804,7,12,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,novel fimH106-like,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_154,ERR4036805,1,73,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_155,ERR4036806,17,144,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_156,ERR4036807,2,95,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_157,ERR4036808,5,550,,,2008,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30821_1_158,ERR4036809,2,95,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,R,S,R,NS,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#DB4325,#57C4AD,#DB4325,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_16,ERR4036667,6,446,,,2002,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B1,fimH86,,,,,,,,strB_1,,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_160,ERR4036811,12,23,,,2017,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,C,fimH35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_161,ERR4036812,2,95,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30821_1_162,ERR4036813,4,131,B,,2009,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,S,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30821_1_163,ERR4036814,4,131,C1,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,,,,,,,,,,,,,,CTX-M-14,CTX-M,,,,,,,,,,,,,,R,,R,I,R,R,NS,+         ,S,S,,S,,S,,S,#DB4325,,#DB4325,#EDA247,#DB4325,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30821_1_164,ERR4036815,5,550,,,2002,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH30,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,S,#DB4325,,,#57C4AD,#DB4325,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_165,ERR4036816,30,646,,,2009,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30821_1_166,ERR4036817,1,73,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,#D9E7AE,62.463681,6.312901,B2,fimH10,,,,,,,,,,,sul1,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_167,ERR4036818,6,949,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,B1,fimH121,,,,,,,,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30821_1_168,ERR4036819,3,69,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,#60C3AE,59.272456,10.418552,D,fimH27,,,,,,,,,,,sul1,dfrA17,,tetB_4,,mphA,,,catA1,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,R,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30821_1_169,ERR4036820,5,550,,,2003,Bodø,Nordlandssykehuset,Helse Nord,#F0837F,67.283141,14.397121,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
