lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30821_1#134,ERR4036785,4,131,A,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,aph3,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,R,,S,S,S
30821_1#135,ERR4036786,2,95,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#136,ERR4036787,1,73,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#137,ERR4036788,1,73,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#138,ERR4036789,2,95,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,blaTEM1,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#139,ERR4036790,5,80,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#14,ERR4036665,7,12,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH106,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#140,ERR4036791,2,95,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#141,ERR4036792,3,69,,,2004,Bodø,Nordlandssykehuset,Helse Nord,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA7,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R
30821_1#142,ERR4036793,1,73,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,,S,,,,S
30821_1#143,ERR4036794,1,73,,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#144,ERR4036795,32,355,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#145,ERR4036796,2,95,,,2005,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#146,ERR4036797,5,550,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S
30821_1#147,ERR4036798,4,131,A,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,-         ,S,S,S,R,,,,R
30821_1#148,ERR4036799,41,10279,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH13,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#149,ERR4036800,6,58,,,2006,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH32,,gyrA.S83L,parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2,,dfrA1,,,,,,,,,,,blaSHV12,,sul3,cmlA1,,C-mefB-like,,,R,R,R,R,R,S,S,+         ,S,S,R,S,,,,R
30821_1#15,ERR4036666,124,10297,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,R,S,S,-         ,S,S,,S,,,,S
30821_1#150,ERR4036801,5,80,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#151,ERR4036802,5,1057,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#153,ERR4036804,7,12,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,novel fimH106-like,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#154,ERR4036805,1,73,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#155,ERR4036806,17,144,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#156,ERR4036807,2,95,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#157,ERR4036808,5,550,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#158,ERR4036809,2,95,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,R,S,R,NS,-         ,I,S,,S,,S,,S
30821_1#16,ERR4036667,6,446,,,2002,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH86,,,,,,,,strB_1,,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#160,ERR4036811,12,23,,,2017,Bodø,Nordlandssykehuset,Helse Nord,C,fimH35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#161,ERR4036812,2,95,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH30,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#162,ERR4036813,4,131,B,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#163,ERR4036814,4,131,C1,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,,,,,,,,,,,,,,CTX-M-14,CTX-M,,,,,,,,,,,,,,R,,R,I,R,R,NS,+         ,S,S,,S,,S,,S
30821_1#164,ERR4036815,5,550,,,2002,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,S
30821_1#165,ERR4036816,30,646,,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#166,ERR4036817,1,73,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH10,,,,,,,,,,,sul1,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#167,ERR4036818,6,949,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH121,,,,,,,,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#168,ERR4036819,3,69,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,,,,,,,,,,sul1,dfrA17,,tetB_4,,mphA,,,catA1,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,R
30821_1#169,ERR4036820,5,550,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#17,ERR4036668,2,95,,,2005,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#170,ERR4036821,23,978,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#171,ERR4036822,43,706,,,2005,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#172,ERR4036823,21,62,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,F,fimH44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#173,ERR4036824,125,3672,,,2004,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#174,ERR4036825,2,95,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,,S,S,,S,,,,R
30821_1#175,ERR4036826,4,131,B,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH22,,,,,,,,,,,,,,tetB_3,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#176,ERR4036827,13,59,,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#177,ERR4036828,2,95,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#178,ERR4036829,31,349,,,2005,Bodø,Nordlandssykehuset,Helse Nord,D,fimH93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#179,ERR4036830,7,12,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S
30821_1#18,ERR4036669,17,703,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#180,ERR4036831,17,144,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH54,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#181,ERR4036832,9,141,,,2006,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,R,S,S,,S,S,S,S,,,,S
30821_1#182,ERR4036833,11,10,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#183,ERR4036834,7,12,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#184,ERR4036835,4,131,C2,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,R,NS,-         ,I,S,,S,,S,,S
30821_1#185,ERR4036836,5,14,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#186,ERR4036837,8,127,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#187,ERR4036838,1,73,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#188,ERR4036839,3,69,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#189,ERR4036840,29,10262,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#19,ERR4036670,2,421,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,novel fimH92-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#190,ERR4036841,6,2522,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH38,,,,,,,blaTEM1,,sul2,,sul1,,,,,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30821_1#191,ERR4036842,5,404,,,2017,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#192,ERR4036843,6,58,,,2017,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH34,,,,,,,blaTEM1,strB_1,,strA_4,,,,,aadA2,,,,,,,,,,,,,,dfrA12,sul3,cmlA1,,C_mefB,QnrS1,,R,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#193,ERR4036844,24,409,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,A,not detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#195,ERR4036846,4,131,B,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH298,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30821_1#196,ERR4036847,7,12,,,2002,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#197,ERR4036848,2,95,,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#198,ERR4036849,16,393,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.S57T, parC.S80I",gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,,S,S,R,NS,-         ,S,S,,S,,,,R
30821_1#199,ERR4036850,1,73,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#2,ERR4036653,3,69,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,D,fimH27,,gyrA.S83A,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30821_1#20,ERR4036671,13,59,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,,S,,,,S
30821_1#200,ERR4036851,10,8184,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH1033,,gyrA.S83L,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#201,ERR4036852,17,144,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#202,ERR4036853,11,10,,,2005,Ålesund,Ålesund sykehus,Helse Midt-Norge,A,fimH54,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,aadA2,,dfrA1,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,R,S,,S,,,,R
30821_1#203,ERR4036854,8,127,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,dfrA8,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R
30821_1#204,ERR4036855,3,69,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,R,,S,,R
30821_1#205,ERR4036856,2,95,,,2004,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#206,ERR4036857,10,83,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,,S,,,,S
30821_1#207,ERR4036858,1,73,,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#208,ERR4036859,1,73,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#209,ERR4036860,9,141,,,2005,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,R
30821_1#21,ERR4036672,1,73,,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#210,ERR4036861,19,117,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,F,fimH97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S
30821_1#211,ERR4036862,126,2585,,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#212,ERR4036863,1,73,,,2006,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S
30821_1#213,ERR4036864,9,135,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,I,S,S,-         ,I,S,,S,,S,,S
30821_1#214,ERR4036865,11,10,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH27,,,,,,,,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#215,ERR4036866,1,73,,,2016,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,novel fimH70-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#217,ERR4036868,2,95,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#219,ERR4036870,4,131,A,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-1,CTX-M,,,,,,,,,,,,,,R,,R,R,R,S,S,+         ,I,S,,S,,S,,R
30821_1#22,ERR4036673,2,95,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#220,ERR4036871,5,-1218,,,2017,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#221,ERR4036872,8,127,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#222,ERR4036873,1,73,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#224,ERR4036875,6,345,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B1,fimH31,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,,,,,,,,,,dfrA8,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#225,ERR4036876,1,73,,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,gyrA.S83L,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,R,S,,S,S,S
30821_1#227,ERR4036878,9,141,,,2017,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30821_1#228,ERR4036879,3,69,,,2003,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,R
30821_1#229,ERR4036880,7,12,,,2002,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH106,,gyrA.S83L,,gyrA,,,,,,,,,,tetB_4,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,,I,R,S,S,-         ,S,S,,S,,,,I
30821_1#23,ERR4036674,27,399,,,2005,Bodø,Nordlandssykehuset,Helse Nord,A,fimH34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#232,ERR4036883,1,73,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
