"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2002","SE","Sweden",2414.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2002","SI","Slovenia",409.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2002","SK","Slovakia",214.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2002","UK","United Kingdom",1729.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","AT","Austria",977.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","BE","Belgium",1219.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","BG","Bulgaria",155.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","CY","Cyprus",19.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","CZ","Czechia",1764.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","DE","Germany",967.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","EE","Estonia",87.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","EL","Greece",1068.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","ES","Spain",2639.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","FI","Finland",1372.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","FR","France",2263.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","HR","Croatia",547.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","HU","Hungary",812.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","IE","Ireland",952.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","IS","Iceland",90.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","IT","Italy",923.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","LU","Luxembourg",226.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","MT","Malta",90.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","NL","Netherlands",2050.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","NO","Norway",1068.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","PL","Poland",121.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","PT","Portugal",743.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","RO","Romania",50.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","SE","Sweden",3121.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","SI","Slovenia",401.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","SK","Slovakia",238.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2003","UK","United Kingdom",2066.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","AT","Austria",1854.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","BE","Belgium",1333.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","BG","Bulgaria",163.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","CY","Cyprus",46.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","CZ","Czechia",1965.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","DE","Germany",1191.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","EE","Estonia",156.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","EL","Greece",1119.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","ES","Spain",3466.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","FI","Finland",1653.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","FR","France",5640.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","HR","Croatia",534.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","HU","Hungary",901.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","IE","Ireland",1213.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","IS","Iceland",113.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","IT","Italy",643.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","LU","Luxembourg",216.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","MT","Malta",90.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","NL","Netherlands",1864.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","NO","Norway",1099.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","PL","Poland",187.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","PT","Portugal",719.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","RO","Romania",43.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","SE","Sweden",3337.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","SI","Slovenia",573.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","SK","Slovakia",308.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2004","UK","United Kingdom",1969.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","AT","Austria",2049.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","BE","Belgium",1461.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","BG","Bulgaria",196.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","CY","Cyprus",73.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","CZ","Czechia",2233.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","DE","Germany",957.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","DK","Denmark",758.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","EE","Estonia",151.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","EL","Greece",1136.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","ES","Spain",2993.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","FI","Finland",1743.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","FR","France",6028.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","HR","Croatia",637.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","HU","Hungary",967.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","IE","Ireland",1411.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","IS","Iceland",117.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","IT","Italy",1094.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","LU","Luxembourg",188.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","MT","Malta",85.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","NL","Netherlands",2144.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","NO","Norway",1217.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","PL","Poland",176.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","PT","Portugal",1086.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","RO","Romania",79.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","SE","Sweden",3037.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","SI","Slovenia",657.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","SK","Slovakia",132.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2005","UK","United Kingdom",2127.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","AT","Austria",2463.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","BE","Belgium",1554.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","BG","Bulgaria",191.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","CY","Cyprus",89.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","CZ","Czechia",2144.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","DE","Germany",847.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","DK","Denmark",2370.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","EE","Estonia",198.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","EL","Greece",1250.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","ES","Spain",3360.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","FI","Finland",1875.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","FR","France",6627.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","HR","Croatia",776.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","HU","Hungary",1071.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","IE","Ireland",1621.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","IS","Iceland",121.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","IT","Italy",852.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","LT","Lithuania",171.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","LU","Luxembourg",167.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","LV","Latvia",60.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","MT","Malta",94.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","NL","Netherlands",2838.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","NO","Norway",1479.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","PL","Poland",206.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","PT","Portugal",1290.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","RO","Romania",39.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","SE","Sweden",3244.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","SI","Slovenia",717.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2006","UK","United Kingdom",2155.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","AT","Austria",2531.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","BE","Belgium",1393.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","BG","Bulgaria",127.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","CY","Cyprus",109.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","CZ","Czechia",2406.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","DE","Germany",972.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","DK","Denmark",2818.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","EE","Estonia",208.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","EL","Greece",1227.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","ES","Spain",3659.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","FI","Finland",1949.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","FR","France",7984.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","HR","Croatia",860.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","HU","Hungary",1167.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","IE","Ireland",1741.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","IS","Iceland",90.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","IT","Italy",977.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","LT","Lithuania",232.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","LU","Luxembourg",275.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","LV","Latvia",76.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","MT","Malta",117.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","NL","Netherlands",2725.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","NO","Norway",1651.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","PL","Poland",256.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","PT","Portugal",1387.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","RO","Romania",60.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","SE","Sweden",3720.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","SI","Slovenia",851.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2007","UK","United Kingdom",2140.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","AT","Austria",2975.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","BE","Belgium",1324.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","BG","Bulgaria",146.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","CY","Cyprus",119.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","CZ","Czechia",2736.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","DE","Germany",1610.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","DK","Denmark",3018.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","EE","Estonia",252.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","EL","Greece",1446.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","ES","Spain",3610.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","FI","Finland",2109.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","FR","France",7485.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","HR","Croatia",914.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","HU","Hungary",1045.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","IE","Ireland",1856.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","IS","Iceland",115.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","IT","Italy",907.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","LT","Lithuania",304.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","LU","Luxembourg",303.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","LV","Latvia",90.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","MT","Malta",128.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","NL","Netherlands",2237.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","NO","Norway",1786.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","PL","Poland",84.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","PT","Portugal",1577.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","RO","Romania",52.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","SE","Sweden",3580.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","SI","Slovenia",874.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2008","UK","United Kingdom",2370.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","AT","Austria",2616.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","BE","Belgium",1504.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","BG","Bulgaria",193.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","CY","Cyprus",136.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","CZ","Czechia",2758.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","DE","Germany",2786.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","DK","Denmark",3406.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","EE","Estonia",302.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","EL","Greece",1806.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","ES","Spain",3810.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","FI","Finland",2223.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","FR","France",8353.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","HU","Hungary",1046.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","IE","Ireland",2005.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","IS","Iceland",99.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","IT","Italy",863.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","LT","Lithuania",295.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","LU","Luxembourg",301.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","LV","Latvia",85.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","MT","Malta",158.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","NL","Netherlands",2377.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","NO","Norway",1830.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","PL","Poland",567.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","PT","Portugal",1973.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","RO","Romania",55.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","SE","Sweden",1.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","SI","Slovenia",893.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2009","UK","United Kingdom",4130.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","AT","Austria",2925.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","BE","Belgium",1782.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","BG","Bulgaria",151.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","CY","Cyprus",138.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","CZ","Czechia",2481.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","DE","Germany",3017.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","DK","Denmark",3166.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","EE","Estonia",263.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","EL","Greece",1516.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","ES","Spain",5696.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","FI","Finland",2550.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","FR","France",9007.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","HR","Croatia",876.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","HU","Hungary",1367.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","IE","Ireland",2117.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","IS","Iceland",95.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","IT","Italy",2436.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","LT","Lithuania",333.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","LU","Luxembourg",354.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","LV","Latvia",97.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","MT","Malta",192.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","NL","Netherlands",4863.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","NO","Norway",2267.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","PL","Poland",691.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","PT","Portugal",1921.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","RO","Romania",33.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","Total tested isolates","N","2010","SE","Sweden",3998.000000000,""
